_id,batter,category,match_no,score,ballnumber,outcome,four_count,six_count,dot_count,SRF
65fb3b78a95ef4ed608eb0b9,Quinton de Kock,15-20,1,9,4,1,0,1,1,0.39215686274509803
65fb3b78a95ef4ed608eb0ba,Rahmanullah Gurbaz,1-6,10,173,125,10,15,9,60,0.631267731706947
65fb3b78a95ef4ed608eb0bb,Rahmanullah Gurbaz,7-14,3,79,52,2,4,5,15,1.068881425988117
65fb3b78a95ef4ed608eb0bc,Rahmanullah Gurbaz,15-20,1,0,1,1,0,0,1,0
65fb3b78a95ef4ed608eb0bd,Rahul Chahar,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0be,Rahul Chahar,7-14,1,0,8,1,0,0,8,0
65fb3b78a95ef4ed608eb0bf,Rahul Chahar,15-20,1,1,2,1,0,0,1,0.273972602739726
65fb3b78a95ef4ed608eb0c0,Rahul Tewatia,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0c1,Rahul Tewatia,7-14,2,18,19,2,1,0,5,0.23910527595429126
65fb3b78a95ef4ed608eb0c2,Rahul Tewatia,15-20,8,77,42,2,3,7,11,1.34242319857201
65fb3b78a95ef4ed608eb0c3,Rahul Tripathi,1-6,13,125,100,10,12,5,43,0.47690100430416066
65fb3b78a95ef4ed608eb0c4,Rahul Tripathi,7-14,5,132,97,2,14,4,33,1.3249432662546923
65fb3b78a95ef4ed608eb0c5,Rahul Tripathi,15-20,3,26,20,2,2,1,7,0.43461538461538474
65fb3b78a95ef4ed608eb0c6,Rashid Khan,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0c7,Rashid Khan,7-14,2,29,14,0,1,3,5,1.8515020455873756
65fb3b78a95ef4ed608eb0c8,Rashid Khan,15-20,9,110,52,5,7,10,17,1.067960088691796
65fb3b78a95ef4ed608eb0c9,Ravi Bishnoi,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0ca,Ravi Bishnoi,7-14,2,9,16,3,0,0,7,0.117820324005891
65fb3b78a95ef4ed608eb0cb,Ravi Bishnoi,15-20,5,13,12,1,1,0,6,0.3073426573426573
65fb3b78a95ef4ed608eb0cc,Ravichandran Ashwin,1-6,2,1,5,1,0,0,4,0.22727272727272727
65fb3b78a95ef4ed608eb0cd,Ravichandran Ashwin,7-14,2,34,30,2,1,2,12,0.4429738562091503
65fb3b78a95ef4ed608eb0ce,Ravichandran Ashwin,15-20,6,40,20,2,5,1,2,0.8611111111111113
65fb3b78a95ef4ed608eb0cf,Ravindra Jadeja,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0d0,Ravindra Jadeja,7-14,5,26,22,0,1,1,5,1.1507692307692308
65fb3b78a95ef4ed608eb0d1,Ravindra Jadeja,15-20,11,175,116,13,10,8,24,0.4900572451949215
65fb3b78a95ef4ed608eb0d2,Rilee Rossouw,1-6,4,39,34,3,5,1,16,0.46940802542709575
65fb3b78a95ef4ed608eb0d3,Rilee Rossouw,7-14,6,130,91,4,9,7,33,0.9320434565626319
65fb3b78a95ef4ed608eb0d4,Rilee Rossouw,15-20,2,48,23,0,3,3,2,3.860971786833856
65fb3b78a95ef4ed608eb0d5,Riley Meredith,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0d6,Riley Meredith,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0d7,Riley Meredith,15-20,1,0,2,0,0,0,2,0
65fb3b78a95ef4ed608eb0d8,Rinku Singh,1-6,3,23,19,0,2,1,7,1.121105171027109
65fb3b78a95ef4ed608eb0d9,Rinku Singh,7-14,12,180,154,4,10,6,44,0.8295363709032774
65fb3b78a95ef4ed608eb0da,Rinku Singh,15-20,12,294,160,7,19,20,46,1.4816150234741785
65fb3b78a95ef4ed608eb0db,Ripal Patel,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0dc,Ripal Patel,7-14,2,6,9,1,0,0,3,0.2643171806167401
65fb3b78a95ef4ed608eb0dd,Ripal Patel,15-20,4,45,35,3,3,1,6,0.4435398230088496
65fb3b78a95ef4ed608eb0de,Rishi Dhawan,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0df,Rishi Dhawan,7-14,1,5,2,0,1,0,0,0.8600000000000001
65fb3b78a95ef4ed608eb0e0,Rishi Dhawan,15-20,2,15,10,1,0,1,3,0.4266666666666667
65fb3b78a95ef4ed608eb0e1,Riyan Parag,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0e2,Riyan Parag,7-14,6,46,42,4,2,2,15,0.3347264214046823
65fb3b78a95ef4ed608eb0e3,Riyan Parag,15-20,3,37,26,3,2,3,10,0.5196957996957997
65fb3b78a95ef4ed608eb0e4,Rohit Sharma,1-6,16,251,193,12,25,14,90,0.7895775451481754
65fb3b78a95ef4ed608eb0e5,Rohit Sharma,7-14,4,96,60,3,11,2,16,1.0010344827586208
65fb3b78a95ef4ed608eb0e6,Rohit Sharma,15-20,1,4,5,1,1,0,4,0.15
65fb3b78a95ef4ed608eb0e7,Romario Shepherd,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0e8,Romario Shepherd,7-14,1,0,1,1,0,0,1,0
65fb3b78a95ef4ed608eb0e9,Romario Shepherd,15-20,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0ea,Rovman Powell,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0eb,Rovman Powell,7-14,3,7,8,2,1,0,5,0.1707563025210084
65fb3b78a95ef4ed608eb0ec,Rovman Powell,15-20,1,0,1,1,0,0,1,0
65fb3b78a95ef4ed608eb0ed,Ruturaj Gaikwad,1-6,15,423,284,9,39,17,93,1.296074421408132
65fb3b78a95ef4ed608eb0ee,Ruturaj Gaikwad,7-14,9,172,114,7,7,12,32,0.8485064346638818
65fb3b78a95ef4ed608eb0ef,Ruturaj Gaikwad,15-20,2,17,13,1,0,1,3,0.44747679636117765
65fb3b78a95ef4ed608eb0f0,Sai Sudharsan,1-6,7,108,88,0,12,1,32,1.5283185840707967
65fb3b78a95ef4ed608eb0f1,Sai Sudharsan,7-14,7,184,135,5,11,6,34,0.8454832832734257
65fb3b78a95ef4ed608eb0f2,Sai Sudharsan,15-20,4,88,41,3,10,4,6,1.3512634682686213
65fb3b78a95ef4ed608eb0f3,Sam Curran,1-6,4,26,20,0,2,1,5,1.390769230769231
65fb3b78a95ef4ed608eb0f4,Sam Curran,7-14,11,112,114,4,7,2,44,0.45432710397591874
65fb3b78a95ef4ed608eb0f5,Sam Curran,15-20,9,153,79,8,10,10,18,0.8503881173041322
65fb3b78a95ef4ed608eb0f6,Sandeep Sharma,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0f7,Sandeep Sharma,7-14,1,0,1,0,0,0,1,0
65fb3b78a95ef4ed608eb0f8,Sandeep Sharma,15-20,1,3,6,0,0,0,3,0.5128205128205129
65fb3b78a95ef4ed608eb0f9,Sanju Samson,1-6,7,99,69,3,12,4,30,1.021612849809571
65fb3b78a95ef4ed608eb0fa,Sanju Samson,7-14,12,229,148,8,9,17,43,0.9830180518767748
65fb3b78a95ef4ed608eb0fb,Sanju Samson,15-20,3,45,23,2,4,3,6,0.9551321257743276
65fb3b78a95ef4ed608eb0fc,Sanvir Singh,1-6,1,7,6,1,0,1,4,0.26785714285714285
65fb3b78a95ef4ed608eb0fd,Sanvir Singh,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb0fe,Sanvir Singh,15-20,1,5,3,1,1,0,1,0.24688995215311008
65fb3b78a95ef4ed608eb0ff,Sarfaraz Khan,1-6,3,21,22,1,2,1,12,0.4963718820861678
65fb3b78a95ef4ed608eb100,Sarfaraz Khan,7-14,3,23,28,1,1,0,10,0.30595907928388744
65fb3b78a95ef4ed608eb101,Sarfaraz Khan,15-20,2,14,12,2,2,0,5,0.28355212355212356
65fb3b78a95ef4ed608eb102,Shahbaz Ahmed,1-6,2,4,9,2,0,0,5,0.15859030837004406
65fb3b78a95ef4ed608eb103,Shahbaz Ahmed,7-14,2,17,13,2,1,1,4,0.35068933823529413
65fb3b78a95ef4ed608eb104,Shahbaz Ahmed,15-20,3,30,19,2,3,0,1,0.49590288315629744
65fb3b78a95ef4ed608eb105,Shahrukh Khan,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb106,Shahrukh Khan,7-14,3,13,14,2,1,1,9,0.27038579398129964
65fb3b78a95ef4ed608eb107,Shahrukh Khan,15-20,10,152,86,6,12,8,19,1.013533181771446
65fb3b78a95ef4ed608eb108,Shardul Thakur,1-6,1,0,4,1,0,0,4,0
65fb3b78a95ef4ed608eb109,Shardul Thakur,7-14,3,61,27,1,5,4,3,2.128180864939516
65fb3b78a95ef4ed608eb10a,Shardul Thakur,15-20,7,55,41,7,8,0,13,0.33000276085239716
65fb3b78a95ef4ed608eb10b,Shikhar Dhawan,1-6,11,185,138,9,27,3,58,0.7517318999151705
65fb3b78a95ef4ed608eb10c,Shikhar Dhawan,7-14,5,132,91,3,16,2,27,1.1443184936381392
65fb3b78a95ef4ed608eb10d,Shikhar Dhawan,15-20,2,83,46,1,6,7,17,1.8860877221703563
65fb3b78a95ef4ed608eb10e,Shimron Hetmyer,1-6,1,9,7,0,0,1,3,0.7097591888466412
65fb3b78a95ef4ed608eb10f,Shimron Hetmyer,7-14,10,102,84,4,3,7,31,0.6741248401534528
65fb3b78a95ef4ed608eb110,Shimron Hetmyer,15-20,11,201,114,9,9,15,28,0.9090456874561643
65fb3b78a95ef4ed608eb111,Shivam Dube,1-6,1,1,1,0,0,0,0,1
65fb3b78a95ef4ed608eb112,Shivam Dube,7-14,14,300,196,7,9,24,56,1.280940892641737
65fb3b78a95ef4ed608eb113,Shivam Dube,15-20,7,137,80,5,4,11,18,1.0083633647407253
65fb3b78a95ef4ed608eb114,Shubman Gill,1-6,17,426,285,8,58,6,96,1.4069103621174255
65fb3b78a95ef4ed608eb115,Shubman Gill,7-14,12,384,235,7,20,21,42,1.61385483737824
65fb3b78a95ef4ed608eb116,Shubman Gill,15-20,6,113,62,4,7,6,6,1.1057195155731079
65fb3b78a95ef4ed608eb117,Sikandar Raza,1-6,2,14,12,0,1,0,4,0.7108374384236453
65fb3b78a95ef4ed608eb118,Sikandar Raza,7-14,4,81,54,3,6,4,19,0.8201851515701578
65fb3b78a95ef4ed608eb119,Sikandar Raza,15-20,5,51,38,3,3,2,12,0.4946814291536477
65fb3b78a95ef4ed608eb11a,Sunil Narine,1-6,2,0,4,2,0,0,4,0
65fb3b78a95ef4ed608eb11b,Sunil Narine,7-14,2,5,7,1,1,0,5,0.19264
65fb3b78a95ef4ed608eb11c,Sunil Narine,15-20,7,20,17,5,1,1,5,0.17934065934065935
65fb3b78a95ef4ed608eb11d,Suryakumar Yadav,1-6,9,75,60,0,7,1,18,1.541666666666667
65fb3b78a95ef4ed608eb11e,Suryakumar Yadav,7-14,15,432,229,10,45,20,56,1.6868385561415054
65fb3b78a95ef4ed608eb11f,Suryakumar Yadav,15-20,8,111,51,7,12,6,15,0.8072929929090867
65fb3b78a95ef4ed608eb120,Suyash Prabhudessai,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb121,Suyash Prabhudessai,7-14,2,17,16,2,1,0,6,0.22704476212795877
65fb3b78a95ef4ed608eb122,Suyash Prabhudessai,15-20,2,22,16,2,0,2,6,0.39116262223831944
65fb3b78a95ef4ed608eb123,Swapnil Singh,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb124,Swapnil Singh,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb125,Swapnil Singh,15-20,1,2,4,0,0,0,2,0.5555555555555556
65fb3b78a95ef4ed608eb126,Tilak Varma,1-6,2,56,20,1,6,4,3,2.2507936507936512
65fb3b78a95ef4ed608eb127,Tilak Varma,7-14,8,166,133,3,10,9,47,1.1131922569299986
65fb3b78a95ef4ed608eb128,Tilak Varma,15-20,7,142,73,6,10,10,20,1.0382083748280933
65fb3b78a95ef4ed608eb129,Tim David,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb12a,Tim David,7-14,7,46,44,1,1,2,13,0.63143696782458
65fb3b78a95ef4ed608eb12b,Tim David,15-20,14,199,111,7,11,13,25,1.088099583973279
65fb3b78a95ef4ed608eb12c,Trent Boult,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb12d,Trent Boult,7-14,1,8,6,0,1,0,1,0.8810126582278482
65fb3b78a95ef4ed608eb12e,Trent Boult,15-20,4,12,11,1,0,1,5,0.3567567567567567
65fb3b78a95ef4ed608eb12f,Tristan Stubbs,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb130,Tristan Stubbs,7-14,2,9,16,0,0,0,8,0.37037037037037035
65fb3b78a95ef4ed608eb131,Tristan Stubbs,15-20,2,16,15,2,2,0,6,0.28888888888888886
65fb3b78a95ef4ed608eb132,Tushar Deshpande,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb133,Tushar Deshpande,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb134,Tushar Deshpande,15-20,1,1,1,0,0,0,0,1
65fb3b78a95ef4ed608eb135,Umesh Yadav,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb136,Umesh Yadav,7-14,1,1,1,0,0,0,0,1
65fb3b78a95ef4ed608eb137,Umesh Yadav,15-20,5,20,19,2,1,0,6,0.2348856900931414
65fb3b78a95ef4ed608eb138,Umran Malik,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb139,Umran Malik,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb13a,Umran Malik,15-20,1,20,8,0,1,1,3,1.1835616438356165
65fb3b78a95ef4ed608eb13b,Vaibhav Arora,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb13c,Vaibhav Arora,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb13d,Vaibhav Arora,15-20,2,3,2,0,0,0,0,1
65fb3b78a95ef4ed608eb13e,Varun Chakravarthy,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb13f,Varun Chakravarthy,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb140,Varun Chakravarthy,15-20,2,3,11,0,0,0,8,0.3416149068322981
65fb3b78a95ef4ed608eb141,Venkatesh Iyer,1-6,12,178,129,8,19,8,54,0.8167911636017724
65fb3b78a95ef4ed608eb142,Venkatesh Iyer,7-14,8,213,137,3,10,11,25,1.655831478046491
65fb3b78a95ef4ed608eb143,Venkatesh Iyer,15-20,5,29,22,6,3,1,7,0.23380204867512464
65fb3b78a95ef4ed608eb144,Vijay Shankar,1-6,5,66,45,2,10,1,17,0.9968783844046634
65fb3b78a95ef4ed608eb145,Vijay Shankar,7-14,8,128,104,7,12,2,29,0.5324434211815421
65fb3b78a95ef4ed608eb146,Vijay Shankar,15-20,4,131,50,3,6,12,6,2.0233386000647235
65fb3b78a95ef4ed608eb147,Vijaykumar Vyshak,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb148,Vijaykumar Vyshak,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb149,Vijaykumar Vyshak,15-20,2,15,10,1,0,1,2,0.4571428571428572
65fb3b78a95ef4ed608eb14a,Virat Kohli,1-6,14,346,263,5,43,4,87,1.3458757734988207
65fb3b78a95ef4ed608eb14b,Virat Kohli,7-14,9,239,168,5,16,8,32,1.193921964907384
65fb3b78a95ef4ed608eb14c,Virat Kohli,15-20,5,76,42,3,6,4,8,0.9926040982137524
65fb3b78a95ef4ed608eb14d,Vishnu Vinod,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb14e,Vishnu Vinod,7-14,2,35,26,1,2,2,8,0.8315943442223305
65fb3b78a95ef4ed608eb14f,Vishnu Vinod,15-20,2,5,6,3,0,0,2,0.13100436681222707
65fb3b78a95ef4ed608eb150,Vivrant Sharma,1-6,1,33,27,2,5,0,10,0.5376623376623377
65fb3b78a95ef4ed608eb151,Vivrant Sharma,7-14,1,42,23,1,4,2,4,1.3178187403993857
65fb3b78a95ef4ed608eb152,Vivrant Sharma,15-20,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb153,Wanindu Hasaranga,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb154,Wanindu Hasaranga,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb155,Wanindu Hasaranga,15-20,5,35,30,3,3,0,8,0.31147356580427443
65fb3b78a95ef4ed608eb156,Washington Sundar,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb157,Washington Sundar,7-14,3,15,27,1,0,0,12,0.1906779661016949
65fb3b78a95ef4ed608eb158,Washington Sundar,15-20,4,51,35,2,6,0,8,0.6983529411764705
65fb3b78a95ef4ed608eb159,Wayne Parnell,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb15a,Wayne Parnell,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb15b,Wayne Parnell,15-20,1,3,6,1,0,0,3,0.2531645569620253
65fb3b78a95ef4ed608eb15c,Wriddhiman Saha,1-6,17,317,237,18,40,8,97,0.6686745231022888
65fb3b78a95ef4ed608eb15d,Wriddhiman Saha,7-14,4,77,60,3,8,0,12,0.6516017316017316
65fb3b78a95ef4ed608eb15e,Wriddhiman Saha,15-20,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb15f,Yash Dhull,1-6,2,9,13,1,1,0,7,0.2649157120238428
65fb3b78a95ef4ed608eb160,Yash Dhull,7-14,2,7,10,2,0,0,3,0.17391304347826086
65fb3b78a95ef4ed608eb161,Yash Dhull,15-20,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb162,Yashasvi Jaiswal,1-6,14,419,248,8,60,15,104,1.6600085243620488
65fb3b78a95ef4ed608eb163,Yashasvi Jaiswal,7-14,8,186,130,9,18,6,34,0.7511576031045969
65fb3b78a95ef4ed608eb164,Yashasvi Jaiswal,15-20,1,48,19,1,5,4,6,1.7513524760715768
65fb3b78a95ef4ed608eb165,Yudhvir Singh,1-6,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb166,Yudhvir Singh,7-14,0,0,0,0,0,0,0,0
65fb3b78a95ef4ed608eb167,Yudhvir Singh,15-20,2,1,2,2,0,0,1,0.17699115044247787
